id  title authors
5572  A Word, Only a Word — Volume 01 Ebers, Georg
5573  A Word, Only a Word — Volume 02 Ebers, Georg
5574  A Word, Only a Word — Volume 03 Ebers, Georg
5575  A Word, Only a Word — Volume 04 Ebers, Georg
5576  A Word, Only a Word — Volume 05 Ebers, Georg
5577  A Word, Only a Word — Complete  Ebers, Georg
5578  The Burgomaster's Wife — Volume 01  Ebers, Georg
5579  The Burgomaster's Wife — Volume 02  Ebers, Georg
5580  The Burgomaster's Wife — Volume 03  Ebers, Georg
5581  The Burgomaster's Wife — Volume 04  Ebers, Georg
5582  The Burgomaster's Wife — Volume 05  Ebers, Georg
5583  The Burgomaster's Wife — Complete Ebers, Georg
5584  In the Blue Pike — Volume 01  Ebers, Georg
5585  In the Blue Pike — Volume 02  Ebers, Georg
5586  In the Blue Pike — Volume 03  Ebers, Georg
5587  In the Blue Pike — Complete Ebers, Georg
5588  A Question  Ebers, Georg
5589  The Elixir  Ebers, Georg
5590  The Greylock: A Fairy Tale  Ebers, Georg
5591  The Nuts: A Christmas Story for my Children and Grandchildren Ebers, Georg
5592  The Complete Short Works of Georg Ebers Ebers, Georg
5593  The Story of My Life — Volume 01  Ebers, Georg
5594  The Story of My Life — Volume 02  Ebers, Georg
5595  The Story of My Life — Volume 03  Ebers, Georg
5596  The Story of My Life — Volume 04  Ebers, Georg
5597  The Story of My Life — Volume 05  Ebers, Georg
5598  The Story of My Life — Volume 06  Ebers, Georg
5599  The Story of My Life — Complete Ebers, Georg
5600  The Historical Romances of Georg Ebers  Ebers, Georg
5601  Jan of the Windmill: A Story of the Plains  Ewing, Juliana Horatia Gatty
5602  The Boy Scouts Patrol Victor, Ralph
5603  Seven Icelandic Short Stories 
5604  Getting Married Shaw, Bernard
5605  The Power of Movement in Plants Darwin, Francis, Sir
5606  Guns of the Gods: A Story of Yasmini's Youth  Mundy, Talbot
5608  Trial of the Witnesses of the Resurrection of Jesus Sherlock, Thomas
5609  The Corporation of London, Its Rights and Privileges  Allen, William Ferneley
5610  The Cardinal's Snuff-Box  Harland, Henry
5611  The Satyricon of Petronius Arbiter  Petronius Arbiter
5612  The Arabian Nights Entertainments - Volume 01 Anonymous
5614  Chess Strategy  Lasker, Edward
5615  The Pink Fairy Book Lang, Andrew
5616  The Madman: His Parables and Poems  Gibran, Kahlil
5617  The Bobbsey Twins in Washington Hope, Laura Lee
5618  Six Plays Darwin, Florence Henrietta Fisher, Lady
5619  Essays on Mankind and Political Arithmetic  Petty, William, Sir
5620  Palaces and Courts of the Exposition. A Handbook of the Architecture, Sculpture and Mural Paintings, with Special Reference to the Symbolism  James, Juliet Helena Lumbard
5621  Baron d'Holbach : a Study of Eighteenth Century Radicalism in France  Cushing, Max Pearson
5622  At Last: A Novel  Harland, Marion
5623  The Young Explorer; Or, Claiming His Fortune  Alger, Horatio, Jr.
5624  The Inhumanity of Socialism Adams, Edward F. (Edward Francis)
5625  Flint and Feather: Collected Verse  Johnson, E. Pauline
5626  The Motormaniacs  Osbourne, Lloyd
5627  String Quartet No. 10 in E-flat Major, Opus 124, No. 1  Schubert, Franz
5628  Preludes 1921-1922  Drinkwater, John
5629  Dorothy Dale: A Girl of To-Day  Penrose, Margaret
5630  "The Story of ""Mormonism"" and The Philosophy of ""Mormonism"""  Talmage, James E. (James Edward)
5631  Patty's Suitors Wells, Carolyn
5632  Five Little Peppers Midway  Sidney, Margaret
5633  The Martial Adventures of Henry and Me  White, William Allen
5634  Große Fuge in B flat major Opus 133 Beethoven, Ludwig van
5635  String Quartet No. 3 in G Major, K. 156 Mozart, Wolfgang Amadeus
5636  Winding Paths Page, Gertrude
5637  Literary and Philosophical Essays: French, German and Italian Sainte-Beuve, Charles Augustin
5638  An Adventure with a Genius: Recollections of Joseph Pulitzer  Ireland, Alleyne
5639  The Progressive Democracy of James M. Cox Morris, Charles E. (Charles Eugene)
5640  Báró Podmaniczky Pál és a norvég Biblia. Elbeszélés a 18 nyelvü nagyapáról 77 nyelven és rovásírással Kutas, Ilona
5641  Man or Matter. Introduction to a Spiritual Understanding of Nature on the Basis of Goethe's Method of Training Observation and Thought  Lehrs, Ernst
5642  Harry Heathcote of Gangoil: A Tale of Australian Bush-Life  Trollope, Anthony
5643  Ranson's Folly  Davis, Richard Harding
5645  Sketches by Seymour — Volume 01 Seymour, Robert
5646  Sketches by Seymour — Volume 02 Seymour, Robert
5647  Sketches by Seymour — Volume 03 Seymour, Robert
5648  Sketches by Seymour — Volume 04 Seymour, Robert
5649  Sketches by Seymour — Volume 05 Seymour, Robert
5650  Sketches by Seymour — Complete  Seymour, Robert
5651  Dreams and Dream Stories  Kingsford, Anna Bonus
5652  Thoughts out of Season, Part I  Nietzsche, Friedrich Wilhelm
5654  What Every Woman Knows  Barrie, J. M. (James Matthew)
5655  Burke's Speech on Conciliation with America Burke, Edmund
5656  The Gospel of John for Readers  
5657  The Practice of the Presence of God Lawrence, of the Resurrection, Brother
5658  Lord Jim  Conrad, Joseph
5659  Stories by Foreign Authors: Polish, Greek, Belgian, Hungarian 
5660  Mary Louise Baum, L. Frank (Lyman Frank)
5661  A Son of the Gods, and A Horseman in the Sky  Bierce, Ambrose
5662  The Potato Child & Others Woodbury, Lucia Prudence Hall
5663  The Prose of Alfred Lichtenstein  Lichtenstein, Alfred
5664  The Arabian Nights Entertainments — Volume 01 
5665  The Arabian Nights Entertainments — Volume 02 
5666  The Arabian Nights Entertainments — Volume 03 
5667  The Arabian Nights Entertainments — Volume 04 
5668  The Arabian Nights Entertainments - Complete  
5669  Considerations on Representative Government Mill, John Stuart
5670  Jacob's Room  Woolf, Virginia
5671  The Visions of the Sleeping Bard  Wynne, Ellis
5672  The Voice on the Wire Ball, Eustace Hale
5673  The Young Musician; Or, Fighting His Way  Alger, Horatio, Jr.
5674  Hector's Inheritance, Or, the Boys of Smith Institute Alger, Horatio, Jr.
5675  The Holiday Round Milne, A. A. (Alan Alexander)
5676  A Double Story  MacDonald, George
5677  Jimmie Higgins  Sinclair, Upton
5678  Heroic Romances of Ireland, Translated into English Prose and Verse — Volume 1  Leahy, Arthur Herbert
5679  Heroic Romances of Ireland, Translated into English Prose and Verse — Volume 2  Leahy, Arthur Herbert
5680  Heroic Romances of Ireland, Translated into English Prose and Verse — Complete  Leahy, Arthur Herbert
5681  The Laws of Etiquette; Or, Short Rules and Reflections for Conduct in Society Unknown
5682  Fundamental Principles of the Metaphysic of Morals  Kant, Immanuel
5683  The Critique of Practical Reason  Kant, Immanuel
5684  The Metaphysical Elements of Ethics Kant, Immanuel
5685  The Conservation of Races Du Bois, W. E. B. (William Edward Burghardt)
5686  Four Months in a Sneak-Box. A Boat Voyage of 2600 Miles Down the Ohio and Mississippi Rivers, and Along the Gulf of Mexico  Bishop, Nathaniel H. (Nathaniel Holmes)
5687  The Water of Life, and Other Sermons  Kingsley, Charles
5688  The Innocents Abroad — Volume 01  Twain, Mark
5689  The Innocents Abroad — Volume 02  Twain, Mark
5690  The Innocents Abroad — Volume 03  Twain, Mark
5691  The Innocents Abroad — Volume 04  Twain, Mark
5692  The Innocents Abroad — Volume 05  Twain, Mark
5693  The Innocents Abroad — Volume 06  Twain, Mark
5694  The Harvard Classics Volume 38. Scientific Papers (Physiology, Medicine, Surgery, Geology)  Various
5695  Jim Cummings; Or, The Great Adams Express Robbery Pinkerton, A. Frank
5696  A Yankee Girl at Fort Sumter  Curtis, Alice Turner
5697  Tales of Chinatown  Rohmer, Sax
5698  Fanny's First Play  Shaw, Bernard
5699  The Emancipatrix  Flint, Homer Eon
5700  Love and Life: An Old Story in Eighteenth Century Costume Yonge, Charlotte M. (Charlotte Mary)
5701  The Tale of Fatty Coon  Bailey, Arthur Scott
5702  Masters of the Guild  Lamprey, Louise
5703  The Lord of Death and the Queen of Life Flint, Homer Eon
5704  The Physiology of Marriage, Part 1  Balzac, Honoré de
5705  The Queen of Sheba, and My Cousin the Colonel Aldrich, Thomas Bailey
5706  Time and Change Burroughs, John
5707  The Boy Scout Aviators  Durston, George
5708  Stray Pearls: Memoirs of Margaret De Ribaumont, Viscountess of Bellaise Yonge, Charlotte M. (Charlotte Mary)
5709  La Vendée Trollope, Anthony
5710  A Dissertation on Horses. Wherein It is Demonstrated, by Matters of Fact, as Well as from the Principles of Philosophy, That Innate Qualities Do Not Exist, and That the Excellence of This Animal is Altogether Mechanical and Not in the Blood  Osmer, William
5712  Sculpture of the Exposition Palaces and Courts. Descriptive Notes on the Art of the Statuary at the Panama-Pacific International Exposition, San Francisco  James, Juliet Helena Lumbard
5713  Tales of War  Dunsany, Lord
5714  String Quartet No. 58 in F Major, Op. 74, No. 2, FHE No. 29, Hoboken No. 73 Haydn, Joseph
5715  The Campaign of Chancellorsville  Dodge, Theodore Ayrault
5716  Memoirs (Vieux Souvenirs) of the Prince de Joinville  Joinville, François-Ferdinand-Philippe-Louis-Marie d'Orléans, prince de
5717  Bergson and His Philosophy  Gunn, John Alexander
5718  The Great Salt Lake Trail Inman, Henry
5719  Janice Meredith: A Story of the American Revolution Ford, Paul Leicester
5720  A Shropshire Lad  Housman, A. E. (Alfred Edward)
5721  A House of Gentlefolk Turgenev, Ivan Sergeevich
5722  The Shewing-up of Blanco Posnet Shaw, Bernard
5723  Press Cuttings  Shaw, Bernard
5724  A Book of Operas: Their Histories, Their Plots, and Their Music Krehbiel, Henry Edward
5725  English Literature for Boys and Girls Marshall, H. E. (Henrietta Elizabeth)
5726  The Fairy-Land of Science Buckley, Arabella B. (Arabella Burton)
5727  The Tale of Freddie Firefly Bailey, Arthur Scott
5728  Stories by Foreign Authors: Italian 
5729  Peggy Stewart, Navy Girl, at Home Jackson, Gabrielle E. (Gabrielle Emilie)
5730  Friends and Helpers 
5731  Patty in Paris  Wells, Carolyn
5732  Bunny Brown and His Sister Sue  Hope, Laura Lee
5733  Autobiography: Truth and Fiction Relating to My Life  Goethe, Johann Wolfgang von
5734  Life in the Grey Nunnery at Montreal. An Authentic Narrative of the Horrors, Mysteries, and Cruelties of Convent Life Richardson, Sarah J.
5735  The Valley of the Giants  Kyne, Peter B. (Peter Bernard)
5736  The Professional Aunt Wemyss, Mary C. E.
5737  Smoke Bellew  London, Jack
5738  Cappy Ricks; Or, the Subjugation of Matt Peasley  Kyne, Peter B. (Peter Bernard)
5739  Korean—English Dictionary Kuperman, Leon
5740  Tractatus Logico-Philosophicus  Wittgenstein, Ludwig
5741  Stories by Foreign Authors: Russian 
5742  The Bird-Woman of the Lewis and Clark Expedition  Chandler, Katherine
5743  The Evil Shepherd Oppenheim, E. Phillips (Edward Phillips)
5744  The Fat and the Thin  Zola, Émile
5745  She and Allan Haggard, H. Rider (Henry Rider)
5746  The Ancient Allan Haggard, H. Rider (Henry Rider)
5747  Do and Dare — a Brave Boy's Fight for Fortune Alger, Horatio, Jr.
5748  In Secret Chambers, Robert W. (Robert William)
5749  Comedies by Holberg : Jeppe of the Hill, The Political Tinker, Erasmus Montanus Holberg, Ludvig
5750  St. George and St. Michael, Volume 1  MacDonald, George
5751  St. George and St. Michael, Volume 2  MacDonald, George
5752  St. George and St. Michael, Volume 3  MacDonald, George
5753  St. George and St. Michael  MacDonald, George
5754  Lysbeth, a Tale of the Dutch  Haggard, H. Rider (Henry Rider)
5755  The Fool Errant. Being the Memoirs of Francis-Anthony Strelley, Esq., Citizen of Lucca  Hewlett, Maurice
5756  The Guest of Quesnay  Tarkington, Booth
5757  The Maid of Maiden Lane Barr, Amelia E.
5758  Many Cargoes  Jacobs, W. W. (William Wymark)
5759  The Day of the Dog  McCutcheon, George Barr
5760  Two Trips to Gorilla Land and the Cataracts of the Congo, Volume 1  Burton, Richard Francis, Sir
5761  Two Trips to Gorilla Land and the Cataracts of the Congo, Volume 2  Burton, Richard Francis, Sir
5762  Grammar and Vocabulary of the Lau Language, Solomon Islands Ivens, W. G. (Walter George)
5763  Young's Demonstrative Translation of Scientific Secrets. Or, A Collection of Above 500 Useful Receipts on a Variety of Subjects Young, Daniel
5764  Doctor Therne Haggard, H. Rider (Henry Rider)
5765  Insectivorous Plants  Darwin, Charles
5766  Praetor's Lunch Dom
5767  The Fireside Chats of Franklin Delano Roosevelt. Radio Addresses to the American People Broadcast Between 1933 and 1944 Roosevelt, Franklin D. (Franklin Delano)
5768  Free as in Freedom: Richard Stallman's Crusade for Free Software  Williams, Sam
5769  The Shagganappi Johnson, E. Pauline
5770  The Rover Boys in the Jungle; Or, Stirring Adventures in Africa Stratemeyer, Edward
5771  The Art of the Exposition. Personal Impressions of the Architecture, Sculpture, Mural Decorations, Color Scheme & Other Aesthetic Aspects of the Panama-Pacific International Exposition  Neuhaus, Eugen
5772  AE in the Irish Theosophist Russell, George William
5773  Annals of a Quiet Neighbourhood MacDonald, George
5774  They Call Me Carpenter: A Tale of the Second Coming Sinclair, Upton
5775  Problems of Conduct: An Introductory Survey of Ethics Drake, Durant
5776  100%: the Story of a Patriot  Sinclair, Upton
5777  Life's Handicap: Being Stories of Mine Own People Kipling, Rudyard
5778  Try and Trust; Or, Abner Holden's Bound Boy Alger, Horatio, Jr.
5779  The Crushed Flower, and Other Stories Andreyev, Leonid
5780  The Rover Boys at School; Or, The Cadets of Putnam Hall Stratemeyer, Edward
5782  A Tramp Abroad — Volume 01  Twain, Mark
5783  A Tramp Abroad — Volume 02  Twain, Mark
5784  A Tramp Abroad — Volume 03  Twain, Mark
5785  A Tramp Abroad — Volume 04  Twain, Mark
5786  A Tramp Abroad — Volume 05  Twain, Mark
5787  A Tramp Abroad — Volume 06  Twain, Mark
5788  A Tramp Abroad — Volume 07  Twain, Mark
5789  Personal Recollections of Early Melbourne and Victoria  Westgarth, William
5790  Aria da Capo  Millay, Edna St. Vincent
5791  Mrs. Peter Rabbit Burgess, Thornton W. (Thornton Waldo)
5792  The Stories Mother Nature Told Her Children Andrews, Jane
5793  Stories of Red Hanrahan Yeats, W. B. (William Butler)
5794  Rosa Alchemica  Yeats, W. B. (William Butler)
5795  The Secret Rose Yeats, W. B. (William Butler)
5796  Journeys Through Bookland, Vol. 2 Sylvester, Charles Herbert
5797  Youth Challenges  Kelland, Clarence Budington
5798  The Beautiful Lady  Tarkington, Booth
5799  Life and Letters of Thomas Henry Huxley — Volume 3  Huxley, Thomas Henry
5800  The Marvelous Exploits of Paul Bunyan. As Told in the Camps of the White Pine Lumbermen for Generations During Which Time the Loggers Have Pioneered the Way Through the North Woods From Maine to California. Collected from Various Sources and Embellished for Publication Laughead, William B.
5802  A Sketch of the Causes, Operations and Results of the San Francisco Vigilance Committee of 1856 Webb, Stephen Palfrey
5803  Not that it Matters Milne, A. A. (Alan Alexander)
5804  The Story of a Lamb on Wheels Hope, Laura Lee
5805  The League of the Scarlet Pimpernel Orczy, Emmuska Orczy, Baroness
5806  The Pot Boiler: A Comedy in Four Acts Sinclair, Upton
5807  Sylvia's Marriage: A Novel  Sinclair, Upton
5808  Following the Equator: A Journey Around the World. Part 1 Twain, Mark
5809  Following the Equator: A Journey Around the World. Part 2 Twain, Mark
5810  Following the Equator: A Journey Around the World. Part 3 Twain, Mark
5811  Following the Equator: A Journey Around the World. Part 4 Twain, Mark
5812  Following the Equator: A Journey Around the World. Part 5 Twain, Mark
5813  Following the Equator: A Journey Around the World. Part 6 Twain, Mark
5814  Following the Equator: A Journey Around the World. Part 7 Twain, Mark
5815  The Great Impersonation Oppenheim, E. Phillips (Edward Phillips)
5816  Successful Exploration Through the Interior of Australia. From Melbourne To The Gulf Of Carpentaria Wills, William John
5817  The Clockmaker — or, the Sayings and Doings of Samuel Slick, of Slickville  Haliburton, Thomas Chandler
5818  The Gilded Age, Part 1. Warner, Charles Dudley
5819  The Gilded Age, Part 2. Warner, Charles Dudley
5820  The Gilded Age, Part 3. Warner, Charles Dudley
5821  The Gilded Age, Part 4. Warner, Charles Dudley
5822  The Gilded Age, Part 5. Warner, Charles Dudley
5823  The Gilded Age, Part 6. Warner, Charles Dudley
5824  The Gilded Age, Part 7. Warner, Charles Dudley
5825  The Courage of the Commonplace  Andrews, Mary Raymond Shipman
5826  The Diary and Letters of Madame D'Arblay — Volume 1 Burney, Fanny
5827  The Problems of Philosophy  Russell, Bertrand
5828  In the Pecos Country  Ellis, Edward Sylvester
5829  The Moneychangers Sinclair, Upton
5830  A Garland for Girls Alcott, Louisa May
5831  The Riches of Bunyan: Selected from His Works Bunyan, John
5832  Recalled to Life  Allen, Grant
5833  Helping Himself; Or, Grant Thornton's Ambition  Alger, Horatio, Jr.
5834  Bimbi: Stories for Children Ouida
5835  The Story Hour: A Book for the Home and the Kindergarten  Wiggin, Kate Douglas Smith
5836  Sketches New and Old, Part 1. Twain, Mark
5837  Sketches New and Old, Part 2. Twain, Mark
5838  Sketches New and Old, Part 3. Twain, Mark
5839  Sketches New and Old, Part 4. Twain, Mark
5840  Sketches New and Old, Part 5. Twain, Mark
5841  Sketches New and Old, Part 6. Twain, Mark
5842  Sketches New and Old, Part 7. Twain, Mark
5843  The Young Step-Mother; Or, A Chronicle of Mistakes  Yonge, Charlotte M. (Charlotte Mary)
5844  The Adventures of Johnny Chuck  Burgess, Thornton W. (Thornton Waldo)
5845  The Story of a Calico Clown Hope, Laura Lee
5846  The Adventures of Poor Mrs. Quack Burgess, Thornton W. (Thornton Waldo)
5847  "The Heart of Rome: A Tale of the ""Lost Water""" Crawford, F. Marion (Francis Marion)
5848  The Flyers  McCutcheon, George Barr
5849  The Philosophy of Style Spencer, Herbert
5850  Memoirs of General W. T. Sherman, Volume I., Part 1 Sherman, William T. (William Tecumseh)
5851  Memoirs of General W. T. Sherman, Volume I., Part 2 Sherman, William T. (William Tecumseh)
5852  Memoirs of General W. T. Sherman, Volume II., Part 3  Sherman, William T. (William Tecumseh)
5853  Memoirs of General W. T. Sherman, Volume II., Part 4  Sherman, William T. (William Tecumseh)
5854  Personal Memoirs of P. H. Sheridan, Volume 1, Part 1  Sheridan, Philip Henry
5855  Personal Memoirs of P. H. Sheridan, Volume 1, Part 2  Sheridan, Philip Henry
5856  Personal Memoirs of P. H. Sheridan, Volume 1, Part 3  Sheridan, Philip Henry
5857  Personal Memoirs of P. H. Sheridan, Volume 2, Part 4  Sheridan, Philip Henry
5858  Personal Memoirs of P. H. Sheridan, Volume 2, Part 5  Sheridan, Philip Henry
5859  Personal Memoirs of P. H. Sheridan, Volume 2, Part 6  Sheridan, Philip Henry
5860  Personal Memoirs of U. S. Grant, Part 1.  Grant, Ulysses S. (Ulysses Simpson)
5861  Personal Memoirs of U. S. Grant, Part 2.  Grant, Ulysses S. (Ulysses Simpson)
5862  Personal Memoirs of U. S. Grant, Part 3.  Grant, Ulysses S. (Ulysses Simpson)
5863  Personal Memoirs of U. S. Grant, Part 4.  Grant, Ulysses S. (Ulysses Simpson)
5864  Personal Memoirs of U. S. Grant, Part 5.  Grant, Ulysses S. (Ulysses Simpson)
5865  Personal Memoirs of  U. S. Grant, Part 6. Grant, Ulysses S. (Ulysses Simpson)
5866  Yollop  McCutcheon, George Barr
5867  Rataplan, a Rogue Elephant; and Other Stories Velvin, Ellen
5868  Nothing to Eat  Alger, Horatio, Jr.
5869  Michael's Crag  Allen, Grant
5870  Hidden Treasure: The Story of a Chore Boy Who Made the Old Farm Pay Simpson, John Thomas
5871  Green Fancy McCutcheon, George Barr
5872  Cashel Byron's Profession Shaw, Bernard
5873  Farewell  Balzac, Honoré de
5874  Dawn  Porter, Eleanor H. (Eleanor Hodgman)
5875  The Rover Boys on the Ocean; Or, A chase for a fortune  Stratemeyer, Edward
5876  Ten Englishmen of the Nineteenth Century  Joy, James Richard
5882  A District Messenger Boy, and A Necktie Party Otis, James
5883  The Flying Saucers are Real Keyhoe, Donald E. (Donald Edward)
5884  The Flying Saucers are Real Keyhoe, Donald E. (Donald Edward)
5885  Prelude and Fugue in E-Flat Major, Op. 99 no.3  Saint-Saëns, Camille
5886  String Quartet in F Major, Op. 74 no. 2 Haydn, Joseph
5887  The Labor Divide  Vaknin, Samuel
5888  Crime and Corruption  Vaknin, Samuel
5889  The BYU Solar Cooker/Cooler Jones, Steven E.
5890  Games for Hallow-e'en Blain, Mary E.
5891  Travels in West Africa: Congo Français, Corisco and Cameroons Kingsley, Mary Henrietta
5893  Two Little Women on a Holiday Wells, Carolyn
5894  The Extra Day Blackwood, Algernon
5895  The Honor of the Big Snows  Curwood, James Oliver
5896  Her Weight in Gold  McCutcheon, George Barr
5897  Castle Richmond Trollope, Anthony
5898  Jess  Haggard, H. Rider (Henry Rider)
5899  The Physiology of Marriage, Part 2  Balzac, Honoré de
5900  Umboo, the Elephant Garis, Howard Roger
5901  Dyke Darrel the Railroad Detective; Or, The Crime of the Midnight Express Pinkerton, A. Frank
5902  Journeys Through Bookland, Vol. 3 Sylvester, Charles Herbert
5903  The History of Don Quixote, Volume 1, Part 01 Cervantes Saavedra, Miguel de
5904  The History of Don Quixote, Volume 1, Part 02 Cervantes Saavedra, Miguel de
5905  The History of Don Quixote, Volume 1, Part 03 Cervantes Saavedra, Miguel de
5906  The History of Don Quixote, Volume 1, Part 04 Cervantes Saavedra, Miguel de
5907  The History of Don Quixote, Volume 1, Part 05 Cervantes Saavedra, Miguel de
5908  The History of Don Quixote, Volume 1, Part 06 Cervantes Saavedra, Miguel de
5909  The History of Don Quixote, Volume 1, Part 07 Cervantes Saavedra, Miguel de
5910  The History of Don Quixote, Volume 1, Part 08 Cervantes Saavedra, Miguel de
5911  The History of Don Quixote, Volume 1, Part 09 Cervantes Saavedra, Miguel de
5912  The History of Don Quixote, Volume 1, Part 10 Cervantes Saavedra, Miguel de
5913  The History of Don Quixote, Volume 1, Part 11 Cervantes Saavedra, Miguel de
5914  The History of Don Quixote, Volume 1, Part 12 Cervantes Saavedra, Miguel de
5915  The History of Don Quixote, Volume 1, Part 13 Cervantes Saavedra, Miguel de
5916  The History of Don Quixote, Volume 1, Part 14 Cervantes Saavedra, Miguel de
5917  The History of Don Quixote, Volume 1, Part 15 Cervantes Saavedra, Miguel de
5918  The History of Don Quixote, Volume 1, Part 16 Cervantes Saavedra, Miguel de
5919  The History of Don Quixote, Volume 1, Part 17 Cervantes Saavedra, Miguel de
5920  The History of Don Quixote, Volume 1, Part 18 Cervantes Saavedra, Miguel de
5921  The History of Don Quixote, Volume 1, Complete  Cervantes Saavedra, Miguel de
5922  The History of Don Quixote, Volume 2, Part 19 Cervantes Saavedra, Miguel de
5923  The History of Don Quixote, Volume 2, Part 20 Cervantes Saavedra, Miguel de
5924  The History of Don Quixote, Volume 2, Part 21 Cervantes Saavedra, Miguel de
5925  The History of Don Quixote, Volume 2, Part 22 Cervantes Saavedra, Miguel de
5926  The History of Don Quixote, Volume 2, Part 23 Cervantes Saavedra, Miguel de
5927  The History of Don Quixote, Volume 2, Part 24 Cervantes Saavedra, Miguel de
5928  The History of Don Quixote, Volume 2, Part 25 Cervantes Saavedra, Miguel de
5929  The History of Don Quixote, Volume 2, Part 26 Cervantes Saavedra, Miguel de
5930  The History of Don Quixote, Volume 2, Part 27 Cervantes Saavedra, Miguel de
5931  The History of Don Quixote, Volume 2, Part 28 Cervantes Saavedra, Miguel de
5932  The History of Don Quixote, Volume 2, Part 29 Cervantes Saavedra, Miguel de
5933  The History of Don Quixote, Volume 2, Part 30 Cervantes Saavedra, Miguel de
5934  The History of Don Quixote, Volume 2, Part 31 Cervantes Saavedra, Miguel de
5935  The History of Don Quixote, Volume 2, Part 32 Cervantes Saavedra, Miguel de
5936  The History of Don Quixote, Volume 2, Part 33 Cervantes Saavedra, Miguel de
5937  The History of Don Quixote, Volume 2, Part 34 Cervantes Saavedra, Miguel de
5938  The History of Don Quixote, Volume 2, Part 35 Cervantes Saavedra, Miguel de
5939  The History of Don Quixote, Volume 2, Part 36 Cervantes Saavedra, Miguel de
5940  The History of Don Quixote, Volume 2, Part 37 Cervantes Saavedra, Miguel de
5941  The History of Don Quixote, Volume 2, Part 38 Cervantes Saavedra, Miguel de
5942  The History of Don Quixote, Volume 2, Part 39 Cervantes Saavedra, Miguel de
5943  The History of Don Quixote, Volume 2, Part 40 Cervantes Saavedra, Miguel de
5944  The History of Don Quixote, Volume 2, Part 41 Cervantes Saavedra, Miguel de
5945  The History of Don Quixote, Volume 2, Part 42 Cervantes Saavedra, Miguel de
5946  The History of Don Quixote, Volume 2, Complete  Cervantes Saavedra, Miguel de
5947  Billy Bunny and Uncle Bull Frog Cory, David
5948  The Bobbsey Twins on a Houseboat  Hope, Laura Lee
5949  Beasley's Christmas Party Tarkington, Booth
5950  The Fortunes of Nigel Scott, Walter
5951  Reno — a Book of Short Stories and Information  Stratton, Lilyan
5952  The Bobbsey Twins in the Great West Hope, Laura Lee
5953  Many Kingdoms Jordan, Elizabeth Garver
5954  Religious Reality: A Book for Men Rawlinson, A. E. J. (Alfred Edward John)
5955  The Tale of Tommy Fox Bailey, Arthur Scott
5956  Gallegher and Other Stories Davis, Richard Harding
5957  The Art of the Story-Teller Shedlock, Marie L.
5958  The Physiology of Marriage, Part 3  Balzac, Honoré de
5959  Peveril of the Peak Scott, Walter
5960  Little Sister Snow  Little, Frances
5961  Samuel the Seeker Sinclair, Upton
5962  Oh, Money! Money! A Novel Porter, Eleanor H. (Eleanor Hodgman)
5963  Mr. Bingle  McCutcheon, George Barr
5964  Love's Pilgrimage: A Novel  Sinclair, Upton
5965  The Devolutionist and the Emancipatrix  Flint, Homer Eon
5966  What's Mine's Mine — Volume 1 MacDonald, George
5967  What's Mine's Mine — Volume 2 MacDonald, George
5968  What's Mine's Mine — Volume 3 MacDonald, George
5969  What's Mine's Mine — Complete MacDonald, George
5970  Lovey Mary  Rice, Alice Caldwell Hegan
5971  Jane Cable  McCutcheon, George Barr
5972  A Fascinating Traitor: An Anglo-Indian Story  Savage, Richard
5973  Thomas Wingfold, Curate V1  MacDonald, George
5974  Thomas Wingfold, Curate V2  MacDonald, George
5975  Thomas Wingfold, Curate V3  MacDonald, George
5976  Thomas Wingfold, Curate MacDonald, George
5977  Bound to Rise; Or, Up the Ladder  Alger, Horatio, Jr.
5978  An Autobiography of Anthony Trollope  Trollope, Anthony
5979  Japan: An Attempt at Interpretation Hearn, Lafcadio
5980  Kent Knowles: Quahaug Lincoln, Joseph Crosby
5981  The Boy Scouts in Front of Warsaw; Or, In the Wake of War Durston, George
5982  Eeldrop and Appleplex Eliot, T. S. (Thomas Stearns)
5983  The Institutes of Justinian 
5984  The British North America Act, 1867 Anonymous
5986  Clara Hopgood White, William Hale
5987  In Kedar's Tents  Merriman, Henry Seton
5988  Old French Romances, Done into English  Morris, William
5989  The Curlytops on Star Island; Or, Camping out with Grandpa  Garis, Howard Roger
5990  Rosamond, or, the Youthful Error: A Tale of Riverside; And Other Stories  Holmes, Mary Jane
5991  The Solitary Summer Von Arnim, Elizabeth
5992  Station Amusements in New Zealand Barker, Lady (Mary Anne)
5993  Walter Sherwood's Probation Alger, Horatio, Jr.
5994  Our Nervous Friends — Illustrating the Mastery of Nervousness Carroll, Robert S. (Robert Sproul)
5995  Chapters of Opera. Being historical and critical observations and records concerning the lyric drama in New York from its earliest days down to the present time  Krehbiel, Henry Edward
5996  Essays on Russian Novelists Phelps, William Lyon
5997  Maximilian in Mexico: A Woman's Reminiscences of the French Intervention 1862-1867  Stevenson, Sara Yorke
5998  Waverley; Or, 'Tis Sixty Years Since  Scott, Walter
5999  Guy Mannering; or, The Astrologer — Complete  Scott, Walter
6001  Polly of Pebbly Pit Roy, Lillian Elizabeth
6002  Little Miss By-The-Day  Van Slyke, Lucille
6003  Story of Aeneas Clarke, Michael
6005  Celibates Moore, George
6006  Under the Storm Yonge, Charlotte M. (Charlotte Mary)
6007  The Two Sides of the Shield Yonge, Charlotte M. (Charlotte Mary)
6008  The Midnight Passenger : A Novel  Savage, Richard
